dog_breed,confidence_rate,is_dog
Labrador Retriever,0.0,True
Eskimo Dog,0.0,True
Bedlington Terrier,39.92,True
Standard Poodle,8.64,True
Wire-Haired Fox Terrier,7.52,True
Labrador Retriever,52.77,True
German Shepherd,17.48,True
Chihuahua,4.55,True
Lakeland Terrier,42.42,True
Teddy,26.06,False
Golden Retriever,12.74,True
Chow,70.36,True
Pomeranian,7.66,True
Siamese Cat,4.6,False
Toy Poodle,75.78,True
Miniature Poodle,3.51,True
Scottish Deerhound,2.77,True
Dalmatian,86.83,True
Studio Couch,5.96,False
Snow Leopard,1.39,False
Labrador Retriever,51.63,True
Golden Retriever,21.08,True
Dingo,16.2,False
Golden Retriever,71.44,True
Afghan Hound,6.62,True
Chow,2.84,True
Walker Hound,17.89,True
German Short-Haired Pointer,11.58,True
English Foxhound,11.38,True
Labrador Retriever,94.72,True
Chesapeake Bay Retriever,2.06,True
Golden Retriever,1.66,True
Labrador Retriever,92.94,True
Chesapeake Bay Retriever,3.83,True
Golden Retriever,0.76,True
Toy Poodle,91.26,True
Miniature Poodle,3.51,True
Seat Belt,2.64,False
Pembroke,97.26,True
Cardigan,1.48,True
Basenji,0.58,True
American Black Bear,21.92,False
Lesser Panda,21.47,False
Titi,9.17,False
Golden Retriever,96.49,True
Labrador Retriever,1.16,True
Refrigerator,0.75,False
Border Collie,67.28,True
Collie,27.02,True
Papillon,3.45,True
Pug,97.78,True
Boston Bull,0.48,True
French Bulldog,0.46,True
Toy Poodle,47.8,True
Miniature Poodle,20.75,True
Croquet Ball,8.59,False
Shih-Tzu,81.44,True
Lhasa,17.52,True
Pekinese,0.81,True
Golden Retriever,31.67,True
Llama,17.43,False
Labrador Retriever,14.74,True
Pug,97.83,True
Teddy,0.31,False
Brabancon Griffon,0.31,True
Redbone,38.21,True
Malinois,24.99,True
Miniature Pinscher,7.09,True
Saluki,48.44,True
Borzoi,26.36,True
Labrador Retriever,7.7,True
Labrador Retriever,25.2,True
Maltese Dog,18.81,True
Golden Retriever,13.3,True
Standard Poodle,25.87,True
Teddy,13.08,False
Toy Poodle,7.17,True
Muzzle,23.76,False
Boston Bull,8.71,True
Sombrero,6.85,False
Old English Sheepdog,51.53,True
West Highland White Terrier,15.1,True
Soft-Coated Wheaten Terrier,5.64,True
Bow Tie,53.39,False
Sunglasses,8.08,False
Sunglass,5.08,False
Pekinese,87.9,True
Chihuahua,5.49,True
Blenheim Spaniel,2.1,True
Papillon,77.29,True
Shetland Sheepdog,4.24,True
Collie,4.23,True
Chesapeake Bay Retriever,69.45,True
Curly-Coated Retriever,7.63,True
Irish Water Spaniel,4.85,True
Pomeranian,97.37,True
Chow,2.08,True
Keeshond,0.38,True
Wire-Haired Fox Terrier,15.51,True
Lakeland Terrier,10.84,True
Buckeye,7.46,False
Pug,98.52,True
Brabancon Griffon,0.33,True
Pekinese,0.3,True
Sulphur-Crested Cockatoo,96.03,False
West Highland White Terrier,1.95,True
Samoyed,0.64,True
German Short-Haired Pointer,74.22,True
Bluetick,15.28,True
English Setter,5.18,True
Borzoi,74.29,True
Wire-Haired Fox Terrier,20.41,True
English Setter,2.1,True
Tiger Shark,54.85,False
Great White Shark,13.03,False
Scuba Diver,12.19,False
Pembroke,84.9,True
Cardigan,8.36,True
Kelpie,2.44,True
Ox,33.79,False
Plow,26.93,False
Oxcart,24.57,False
Muzzle,17.62,False
Seat Belt,16.1,False
Soft-Coated Wheaten Terrier,8.65,True
Tibetan Terrier,32.82,True
Toy Poodle,30.48,True
Miniature Poodle,7.09,True
Borzoi,59.65,True
Whippet,23.14,True
Saluki,5.83,True
Shetland Sheepdog,88.05,True
Collie,10.79,True
Pembroke,0.36,True
Paddle,58.91,False
Shovel,3.81,False
Mountain Tent,2.92,False
Kelpie,30.77,True
Irish Terrier,19.75,True
Dingo,10.55,False
Samoyed,99.82,True
Eskimo Dog,0.08,True
Great Pyrenees,0.03,True
Kuvasz,40.84,True
Samoyed,14.13,True
Pug,8.3,True
Pembroke,36.04,True
Papillon,26.31,True
Chihuahua,13.12,True
Pembroke,76.89,True
Chihuahua,2.91,True
Shetland Sheepdog,2.9,True
Chesapeake Bay Retriever,80.44,True
Weimaraner,5.44,True
Labrador Retriever,4.33,True
Basenji,38.91,True
Dingo,27.02,False
Chihuahua,9.89,True
Cardigan,11.15,True
Malinois,9.51,True
German Shepherd,8.01,True
Binoculars,19.27,False
Barbershop,8.58,False
Ballplayer,8.47,False
Shetland Sheepdog,54.8,True
Marmot,16.55,False
Collie,4.3,True
Coil,53.37,False
Dugong,8.8,False
Rain Barrel,3.92,False
Labrador Retriever,99.2,True
Golden Retriever,0.22,True
Doormat,0.14,False
Traffic Light,47.07,False
Fountain,19.98,False
Space Shuttle,6.48,False
Pembroke,54.02,True
Beagle,20.78,True
Italian Greyhound,4.36,True
Dingo,17.55,False
Timber Wolf,13.36,False
Ibizan Hound,10.15,True
Boston Bull,93.62,True
Guinea Pig,1.01,False
Cardigan,1.01,True
Golden Retriever,25.65,True
Labrador Retriever,25.24,True
Seat Belt,20.32,False
Toy Poodle,50.83,True
Lakeland Terrier,23.45,True
Affenpinscher,8.46,True
German Shepherd,62.3,True
Malinois,33.89,True
Wallaby,2.42,False
Chow,57.56,True
Pomeranian,19.6,True
Norwich Terrier,14.12,True
Shetland Sheepdog,43.33,True
Collie,33.6,True
Borzoi,17.72,True
Pekinese,98.43,True
Shih-Tzu,0.89,True
Cocker Spaniel,0.19,True
Seat Belt,37.91,False
Chow,6.28,True
Minibus,5.24,False
Barrow,100.0,False
Basset,0.0,True
Wok,0.0,False
Labrador Retriever,66.38,True
Golden Retriever,30.83,True
Ice Bear,0.43,False
Ice Bear,80.78,False
Great White Shark,2.7,False
Fountain,2.21,False
Shetland Sheepdog,96.4,True
Collie,2.62,True
Border Collie,0.45,True
Old English Sheepdog,42.75,True
Shih-Tzu,14.63,True
Tibetan Terrier,13.43,True
Toy Poodle,49.78,True
Golden Retriever,28.2,True
Miniature Poodle,9.0,True
Shetland Sheepdog,23.44,True
Samoyed,11.49,True
Collie,8.66,True
Samoyed,96.05,True
Pomeranian,1.22,True
White Wolf,0.48,False
Labrador Retriever,82.53,True
Ice Bear,4.47,False
Whippet,1.84,True
Bull Mastiff,97.57,True
Rhodesian Ridgeback,0.81,True
Pug,0.56,True
Dalmatian,56.23,True
Great Dane,41.65,True
German Short-Haired Pointer,0.86,True
Weimaraner,98.28,True
American Staffordshire Terrier,0.48,True
Great Dane,0.34,True
Hippopotamus,50.57,False
Hog,37.07,False
Warthog,1.88,False
Rapeseed,87.69,False
Standard Poodle,6.06,True
Great Pyrenees,3.3,True
Sea Lion,85.9,False
Tub,2.04,False
Hippopotamus,1.31,False
Malamute,44.26,True
Siberian Husky,36.81,True
Eskimo Dog,17.78,True
Kuvasz,35.06,True
Soft-Coated Wheaten Terrier,18.28,True
Golden Retriever,8.77,True
Golden Retriever,93.07,True
Chesapeake Bay Retriever,2.59,True
Labrador Retriever,0.75,True
Sunglasses,90.09,False
Sunglass,4.03,False
Snorkel,0.93,False
Web Site,99.72,False
Comic Book,0.04,False
Desktop Computer,0.03,False
Pug,99.73,True
Brabancon Griffon,0.12,True
French Bulldog,0.04,True
Cardigan,56.69,True
Border Collie,11.76,True
Appenzeller,4.77,True
Balloon,99.07,False
Punching Bag,0.48,False
Parachute,0.04,False
Siamese Cat,11.24,False
French Bulldog,7.14,True
Hog,6.25,False
Kuvasz,31.13,True
French Bulldog,11.53,True
Labrador Retriever,6.85,True
Labrador Retriever,78.61,True
Flat-Coated Retriever,4.87,True
Chesapeake Bay Retriever,3.47,True
Chesapeake Bay Retriever,29.27,True
Redbone,19.79,True
Vizsla,15.03,True
Chihuahua,76.82,True
Pug,1.49,True
Pekinese,1.28,True
Golden Retriever,84.38,True
Labrador Retriever,5.3,True
Kelpie,3.57,True
Malamute,45.44,True
Samoyed,21.6,True
Siberian Husky,7.75,True
Toy Poodle,38.83,True
Angora,18.03,False
Persian Cat,4.97,False
Lawn Mower,87.89,False
Swing,2.45,False
Barrow,1.96,False
Wombat,46.3,False
Norwegian Elkhound,27.52,True
Siamese Cat,4.36,False
Golden Retriever,80.76,True
Kuvasz,10.13,True
Labrador Retriever,2.38,True
Bow Tie,24.63,False
Windsor Tie,17.24,False
Mushroom,13.75,False
Golden Retriever,86.37,True
Kuvasz,4.86,True
Labrador Retriever,4.74,True
Chesapeake Bay Retriever,58.64,True
Labrador Retriever,18.98,True
Vizsla,6.76,True
Irish Water Spaniel,28.58,True
Wig,24.07,False
Toy Poodle,7.49,True
Redbone,24.39,True
Beagle,21.1,True
Vizsla,7.64,True
Toy Poodle,34.24,True
Table Lamp,10.45,False
Miniature Poodle,7.99,True
Blenheim Spaniel,93.38,True
Cocker Spaniel,4.17,True
Brittany Spaniel,0.67,True
Labrador Retriever,96.74,True
Golden Retriever,1.66,True
Ice Bear,1.49,False
Walker Hound,64.03,True
English Foxhound,22.98,True
Beagle,3.78,True
Eskimo Dog,50.34,True
Siberian Husky,39.04,True
Malamute,8.09,True
Bath Towel,87.83,False
Swab,2.06,False
American Staffordshire Terrier,1.55,True
Labrador Retriever,69.11,True
Golden Retriever,19.56,True
Chesapeake Bay Retriever,1.96,True
Chow,80.87,True
Gibbon,2.89,False
Pembroke,2.65,True
Cocker Spaniel,34.67,True
Blenheim Spaniel,19.39,True
Chihuahua,7.8,True
Bedlington Terrier,28.95,True
Standard Poodle,17.37,True
Great Pyrenees,15.71,True
Keeshond,87.89,True
Norwegian Elkhound,8.67,True
Malamute,2.13,True
Pug,75.18,True
Tub,11.07,False
Bathtub,10.41,False
Vizsla,99.04,True
Rhodesian Ridgeback,0.56,True
Chesapeake Bay Retriever,0.29,True
Malamute,37.47,True
Norwegian Elkhound,33.49,True
Limousine,6.82,False
Pembroke,93.53,True
Cardigan,4.99,True
Chihuahua,1.16,True
Samoyed,40.06,True
Pomeranian,33.13,True
Maltese Dog,4.54,True
Guinea Pig,14.85,False
Solar Dish,9.72,False
Park Bench,5.93,False
Cliff,43.91,False
Lakeside,6.29,False
Valley,3.98,False
Schipperke,54.55,True
Groenendael,29.86,True
Labrador Retriever,3.1,True
Cup,47.36,False
Toy Poodle,8.26,True
Consomme,4.83,False
Labrador Retriever,39.92,True
West Highland White Terrier,13.77,True
Cocker Spaniel,6.2,True
Golden Retriever,55.39,True
Labrador Retriever,11.95,True
Bluetick,7.75,True
Cocker Spaniel,96.16,True
Toy Poodle,1.15,True
Soft-Coated Wheaten Terrier,0.49,True
Pembroke,46.26,True
Seat Belt,26.19,False
Cardigan,15.17,True
Pug,89.19,True
Goose,1.44,False
Fur Coat,0.85,False
Studio Couch,94.47,False
Four-Poster,0.79,False
Quilt,0.63,False
Staffordshire Bullterrier,52.32,True
French Bulldog,35.11,True
Doormat,2.81,False
Walker Hound,41.35,True
Beagle,23.39,True
English Foxhound,16.49,True
Maltese Dog,84.73,True
Feather Boa,5.94,False
Old English Sheepdog,5.28,True
Golden Retriever,88.4,True
Chow,2.35,True
Labrador Retriever,1.61,True
Siberian Husky,30.49,True
Eskimo Dog,15.51,True
Malamute,5.09,True
Beagle,47.23,True
Walker Hound,12.18,True
Saint Bernard,11.46,True
Lhasa,45.74,True
Shih-Tzu,37.13,True
Tibetan Terrier,4.84,True
French Bulldog,61.94,True
Computer Keyboard,14.23,False
Mouse,5.85,False
Chow,93.13,True
Beaver,2.88,False
Dhole,1.74,False
Golden Retriever,94.55,True
Labrador Retriever,4.23,True
Doormat,0.4,False
Koala,16.29,False
Staffordshire Bullterrier,12.8,True
Mongoose,9.64,False
Pomeranian,96.19,True
Samoyed,2.43,True
Chow,0.58,True
Staffordshire Bullterrier,84.34,True
American Staffordshire Terrier,2.83,True
Miniature Pinscher,1.68,True
Tennis Ball,99.87,False
Basset,0.05,True
Golden Retriever,0.04,True
English Setter,67.74,True
Border Collie,5.27,True
Cocker Spaniel,4.86,True
Pembroke,96.71,True
Cardigan,2.11,True
Chihuahua,0.22,True
Lakeside,50.18,False
Breakwater,5.14,False
King Penguin,4.94,False
Polecat,18.54,False
Mink,10.53,False
Newfoundland,8.62,True
American Staffordshire Terrier,81.02,True
Labrador Retriever,5.82,True
Weimaraner,2.79,True
Eskimo Dog,68.21,True
Siberian Husky,28.93,True
Staffordshire Bullterrier,0.88,True
Pug,34.17,True
Norwegian Elkhound,17.12,True
German Shepherd,12.47,True
Hand Blower,29.61,False
Chain Mail,26.23,False
Toilet Seat,14.95,False
Doormat,35.96,False
China Cabinet,5.39,False
Passenger Car,5.27,False
Stone Wall,75.82,False
Patio,7.42,False
Prison,1.38,False
Kelpie,21.84,True
Arabian Camel,11.44,False
Coyote,9.64,False
German Shepherd,82.93,True
Doberman,2.25,True
Basenji,2.12,True
Stone Wall,60.62,False
Prison,6.48,False
Bannister,4.8,False
Maltese Dog,95.21,True
Toy Poodle,2.73,True
Miniature Poodle,0.49,True
Pembroke,93.91,True
Cardigan,5.43,True
Chihuahua,0.56,True
Saint Bernard,48.2,True
Collie,20.27,True
Borzoi,3.8,True
Window Shade,59.43,False
Studio Couch,5.35,False
Rotisserie,4.12,False
Siamese Cat,47.83,False
Saint Bernard,9.42,True
King Penguin,8.22,False
Collie,26.64,True
Great Pyrenees,13.85,True
Keeshond,10.9,True
Newfoundland,25.6,True
Groenendael,17.56,True
German Shepherd,16.41,True
Handkerchief,30.3,False
Pomeranian,24.87,True
Shih-Tzu,11.1,True
Cocker Spaniel,38.46,True
Golden Retriever,9.17,True
Sandbar,8.18,False
Border Collie,46.24,True
Collie,21.46,True
Eskimo Dog,3.56,True
Great Pyrenees,45.72,True
Kuvasz,39.17,True
Labrador Retriever,9.45,True
Pomeranian,95.88,True
Chihuahua,2.41,True
Chow,0.39,True
Toy Poodle,82.75,True
Miniature Poodle,16.08,True
Tibetan Terrier,0.17,True
Bonnet,14.64,False
Sock,8.31,False
Chihuahua,7.06,True
Flat-Coated Retriever,65.65,True
Great Dane,8.48,True
Labrador Retriever,5.89,True
Teddy,82.16,False
Toy Poodle,8.37,True
Lakeland Terrier,3.33,True
Soft-Coated Wheaten Terrier,51.59,True
Irish Terrier,16.27,True
Chesapeake Bay Retriever,12.52,True
Miniature Pinscher,25.53,True
Border Terrier,18.13,True
Labrador Retriever,12.52,True
Standard Poodle,26.11,True
Cocker Spaniel,9.48,True
Bucket,6.99,False
Toy Poodle,42.05,True
Miniature Poodle,13.26,True
Chesapeake Bay Retriever,12.15,True
Chow,33.58,True
Samoyed,16.72,True
Kuvasz,14.57,True
Boxer,59.91,True
Bull Mastiff,17.73,True
French Bulldog,14.15,True
Golden Retriever,67.58,True
Great Pyrenees,9.52,True
Cocker Spaniel,7.6,True
German Short-Haired Pointer,83.55,True
Bluetick,5.88,True
English Setter,3.72,True
Golden Retriever,24.07,True
Cocker Spaniel,20.24,True
Feather Boa,15.93,False
Border Collie,58.18,True
Collie,34.46,True
Shetland Sheepdog,4.36,True
Boxer,82.63,True
Bull Mastiff,15.86,True
Great Dane,1.19,True
Siamese Cat,95.05,False
Pug,1.89,True
Quilt,0.76,False
Samoyed,99.18,True
Pomeranian,0.36,True
Chow,0.22,True
Teddy,26.33,False
Chow,8.9,True
Irish Terrier,6.53,True
Golden Retriever,83.94,True
Labrador Retriever,6.57,True
Hand Blower,1.29,False
Tennis Ball,17.65,False
Badger,5.99,False
Norwegian Elkhound,5.69,True
Great Dane,24.68,True
Greater Swiss Mountain Dog,12.61,True
Weimaraner,8.53,True
Labrador Retriever,53.09,True
Golden Retriever,28.82,True
Chow,4.49,True
Pomeranian,99.78,True
Chihuahua,0.12,True
Pekinese,0.08,True
Samoyed,95.01,True
Washbasin,0.63,False
Tub,0.62,False
Chihuahua,89.64,True
Dingo,2.79,False
Kelpie,1.79,True
Newfoundland,49.0,True
Groenendael,17.45,True
Giant Schnauzer,7.91,True
Rottweiler,99.03,True
Black-And-Tan Coonhound,0.25,True
American Black Bear,0.17,False
Pembroke,87.4,True
Cardigan,4.33,True
Eskimo Dog,1.92,True
Alp,32.01,False
Lawn Mower,8.08,False
Viaduct,6.53,False
Mexican Hairless,45.19,True
Redbone,25.49,True
Italian Greyhound,9.48,True
Samoyed,95.45,True
Eskimo Dog,2.91,True
White Wolf,0.45,False
Golden Retriever,60.53,True
Cocker Spaniel,13.09,True
Labrador Retriever,9.47,True
Home Theater,5.9,False
Window Shade,3.83,False
Bathtub,3.55,False
Malamute,87.32,True
Siberian Husky,7.64,True
Eskimo Dog,3.57,True
Swing,17.15,False
Soft-Coated Wheaten Terrier,5.1,True
Tibetan Terrier,4.78,True
Golden Retriever,76.58,True
Borzoi,7.11,True
Leonberg,7.04,True
Dandie Dinmont,22.44,True
Miniature Poodle,20.49,True
Norfolk Terrier,9.06,True
Golden Retriever,14.04,True
Saint Bernard,11.88,True
Labrador Retriever,7.55,True
Pembroke,76.63,True
Cardigan,22.21,True
Toilet Tissue,0.68,False
Pomeranian,99.37,True
Pekinese,0.36,True
Persian Cat,0.05,False
Labrador Retriever,58.46,True
German Short-Haired Pointer,34.07,True
Chesapeake Bay Retriever,3.2,True
Maltese Dog,63.23,True
West Highland White Terrier,18.71,True
Cairn,4.44,True
Badger,35.69,False
Boston Bull,25.28,True
Kelpie,11.34,True
Hammer,16.99,False
Hatchet,11.57,False
Chime,6.81,False
Chihuahua,35.45,True
Carton,15.97,False
Siberian Husky,5.75,True
Malamute,37.02,True
Siberian Husky,35.64,True
Eskimo Dog,27.1,True
Brittany Spaniel,92.29,True
English Springer,7.01,True
Bath Towel,0.26,False
Car Mirror,81.91,False
Minibus,10.74,False
Cab,3.48,False
Golden Retriever,77.94,True
Labrador Retriever,5.25,True
Kuvasz,4.98,True
Miniature Pinscher,28.65,True
Italian Greyhound,8.41,True
Beagle,6.47,True
Golden Retriever,98.35,True
Labrador Retriever,1.22,True
Cocker Spaniel,0.24,True
Siberian Husky,50.62,True
Eskimo Dog,26.97,True
Malamute,6.07,True
Malinois,61.96,True
Leonberg,11.81,True
Bull Mastiff,6.65,True
Pomeranian,46.88,True
Seat Belt,15.47,False
Golden Retriever,12.5,True
Siberian Husky,39.65,True
Malamute,31.71,True
Eskimo Dog,27.34,True
Yorkshire Terrier,43.04,True
Silky Terrier,19.68,True
Cairn,7.27,True
Golden Retriever,63.86,True
Chow,25.47,True
Tibetan Mastiff,7.17,True
Pug,97.67,True
French Bulldog,1.97,True
Bull Mastiff,0.23,True
Dandie Dinmont,74.02,True
Miniature Poodle,8.19,True
Toy Poodle,6.37,True
Staffordshire Bullterrier,42.78,True
Pug,22.14,True
French Bulldog,13.21,True
Golden Retriever,99.07,True
Labrador Retriever,0.22,True
Chow,0.12,True
Nail,85.56,False
Screw,7.33,False
Padlock,2.4,False
West Highland White Terrier,59.71,True
Soft-Coated Wheaten Terrier,14.3,True
Lakeland Terrier,13.67,True
Chihuahua,58.4,True
Italian Greyhound,37.71,True
Boston Bull,1.74,True
Chihuahua,95.68,True
Beagle,0.84,True
Labrador Retriever,0.83,True
Dingo,31.09,False
Chihuahua,14.23,True
Cardigan,10.39,True
Brittany Spaniel,94.44,True
Beagle,2.54,True
Ibizan Hound,1.0,True
Great Pyrenees,25.15,True
Samoyed,13.93,True
Kuvasz,12.9,True
Meerkat,14.35,False
Weasel,11.74,False
Black-Footed Ferret,9.99,False
Norfolk Terrier,29.3,True
Labrador Retriever,25.62,True
Golden Retriever,12.96,True
Collie,17.68,True
Chesapeake Bay Retriever,10.18,True
Beagle,10.13,True
Soft-Coated Wheaten Terrier,75.2,True
Bedlington Terrier,17.57,True
Great Pyrenees,1.15,True
Pug,53.4,True
Bloodhound,16.48,True
German Shepherd,4.65,True
Labrador Retriever,58.7,True
Golden Retriever,37.88,True
Redbone,0.36,True
Siberian Husky,46.32,True
Eskimo Dog,39.0,True
Malamute,9.8,True
Golden Retriever,37.18,True
Cocker Spaniel,17.74,True
Irish Setter,9.27,True
Brittany Spaniel,79.79,True
English Springer,4.47,True
Welsh Springer Spaniel,3.79,True
Great Pyrenees,72.03,True
Samoyed,12.95,True
Kuvasz,12.25,True
Whippet,73.42,True
Basenji,2.59,True
Great Dane,2.59,True
Timber Wolf,50.38,False
Malamute,43.06,True
Siberian Husky,2.85,True
Labrador Retriever,86.87,True
Carton,9.51,False
Pug,0.77,True
Great Pyrenees,73.2,True
Kuvasz,12.14,True
Irish Wolfhound,4.95,True
Labrador Retriever,82.91,True
Golden Retriever,3.87,True
Chihuahua,2.62,True
Ice Bear,86.95,False
Great Pyrenees,6.95,True
Labrador Retriever,2.47,True
Labrador Retriever,72.05,True
Whippet,4.8,True
Chesapeake Bay Retriever,4.5,True
Triceratops,23.54,False
Llama,15.31,False
Three-Toed Sloth,11.18,False
Shih-Tzu,62.51,True
Tibetan Terrier,12.69,True
Lhasa,11.97,True
Goose,21.43,False
Gibbon,8.43,False
Pizza,8.02,False
Espresso,43.01,False
Coffee Mug,41.85,False
Cup,8.84,False
Lakeland Terrier,45.95,True
Miniature Poodle,21.97,True
Standard Poodle,13.02,True
Dingo,36.69,False
Ibizan Hound,33.49,True
Eskimo Dog,7.39,True
Brown Bear,71.33,False
Indian Elephant,17.28,False
Water Buffalo,3.89,False
Llama,85.68,False
Arabian Camel,9.87,False
Neck Brace,1.64,False
Pembroke,75.09,True
Cardigan,24.12,True
Basenji,0.26,True
Leatherback Turtle,28.08,False
Loggerhead,12.33,False
Dandie Dinmont,8.68,True
French Bulldog,73.14,True
Boston Bull,15.07,True
Pug,2.18,True
Malamute,28.13,True
Eskimo Dog,23.26,True
Pembroke,9.16,True
Dingo,53.66,False
Pembroke,20.04,True
Basenji,6.07,True
Pembroke,80.37,True
Cardigan,18.97,True
German Shepherd,0.17,True
Soft-Coated Wheaten Terrier,94.86,True
Dandie Dinmont,1.87,True
Cairn,1.59,True
Pembroke,98.2,True
Cardigan,0.89,True
Malamute,0.75,True
Shih-Tzu,93.24,True
Lhasa,3.08,True
Tibetan Terrier,0.9,True
Old English Sheepdog,58.63,True
Wire-Haired Fox Terrier,11.86,True
Lakeland Terrier,10.68,True
Pug,41.55,True
German Shepherd,17.82,True
Labrador Retriever,10.02,True
Cowboy Hat,97.91,False
Sombrero,1.07,False
Cocker Spaniel,0.27,True
Pekinese,95.32,True
Papillon,1.95,True
Japanese Spaniel,0.58,True
Toy Poodle,80.21,True
Miniature Poodle,11.16,True
Cocker Spaniel,6.29,True
Pembroke,95.62,True
Cardigan,2.07,True
Chihuahua,0.79,True
Bib,99.88,False
Handkerchief,0.05,False
Umbrella,0.02,False
Chihuahua,94.56,True
Pomeranian,1.92,True
West Highland White Terrier,1.01,True
Chow,99.98,True
Tibetan Mastiff,0.01,True
Australian Terrier,0.0,True
Golden Retriever,79.0,True
Kuvasz,10.5,True
Labrador Retriever,8.71,True
Cocker Spaniel,41.5,True
Newfoundland,22.55,True
Flat-Coated Retriever,19.68,True
Maltese Dog,78.02,True
Dandie Dinmont,7.44,True
Norfolk Terrier,3.38,True
Shetland Sheepdog,79.75,True
Collie,5.41,True
Keeshond,3.17,True
Labrador Retriever,27.11,True
Pomeranian,15.05,True
Golden Retriever,14.56,True
Chihuahua,94.83,True
Italian Greyhound,1.77,True
Quilt,1.67,False
Borzoi,49.08,True
Wire-Haired Fox Terrier,8.35,True
English Setter,8.32,True
Siberian Husky,21.3,True
Eskimo Dog,17.89,True
Labrador Retriever,17.42,True
Hotdog,82.66,False
Rottweiler,6.82,True
Labrador Retriever,4.92,True
Schipperke,74.56,True
Kelpie,16.79,True
Boston Bull,1.48,True
Eskimo Dog,28.39,True
Giant Panda,21.83,False
Malamute,18.04,True
Golden Retriever,97.61,True
Labrador Retriever,1.63,True
Norfolk Terrier,0.19,True
Pomeranian,93.35,True
Samoyed,5.72,True
West Highland White Terrier,0.09,True
Tennis Ball,91.3,False
German Short-Haired Pointer,5.27,True
Labrador Retriever,1.85,True
Shih-Tzu,21.85,True
Lhasa,20.2,True
Norfolk Terrier,16.52,True
Chihuahua,74.82,True
Toy Terrier,12.77,True
Pembroke,4.21,True
Pug,87.13,True
French Bulldog,4.18,True
Bath Towel,1.52,False
Muzzle,24.39,False
Basenji,18.72,True
Boston Bull,9.27,True
Cardigan,35.1,True
Basset,16.46,True
Toy Terrier,8.05,True
French Bulldog,71.04,True
Chihuahua,26.23,True
Cardigan,0.69,True
Norwich Terrier,26.45,True
Norfolk Terrier,25.88,True
Chow,9.69,True
Staffordshire Bullterrier,51.61,True
American Staffordshire Terrier,23.61,True
Kelpie,6.97,True
Malinois,78.65,True
Chesapeake Bay Retriever,6.9,True
Siamese Cat,2.93,False
Agama,17.21,False
Gila Monster,12.7,False
Lumbermill,5.04,False
Toy Poodle,90.85,True
Miniature Poodle,8.27,True
Teddy,0.58,False
Miniature Pinscher,89.04,True
Toy Terrier,5.13,True
Chihuahua,1.8,True
Whippet,73.84,True
Italian Greyhound,19.18,True
American Staffordshire Terrier,2.01,True
Bathtub,49.95,False
Tub,48.8,False
Washbasin,0.93,False
Golden Retriever,38.32,True
Cocker Spaniel,16.59,True
Chesapeake Bay Retriever,11.82,True
Ram,51.82,False
Kuvasz,14.94,True
Great Pyrenees,10.6,True
Lakeland Terrier,73.83,True
Airedale,2.85,True
Giant Schnauzer,2.49,True
Chihuahua,88.85,True
Italian Greyhound,8.86,True
Toy Terrier,1.59,True
Golden Retriever,63.72,True
Bloodhound,9.45,True
Cocker Spaniel,6.98,True
Bernese Mountain Dog,97.92,True
Shetland Sheepdog,1.1,True
Appenzeller,0.4,True
Blenheim Spaniel,37.07,True
Shih-Tzu,20.16,True
Black-Footed Ferret,10.16,False
Samoyed,89.73,True
Great Pyrenees,3.92,True
Kuvasz,1.95,True
Pug,64.24,True
Llama,5.73,False
French Bulldog,5.42,True
Cocker Spaniel,55.97,True
Golden Retriever,31.47,True
Pekinese,6.67,True
Chihuahua,58.38,True
Italian Greyhound,12.97,True
Toy Terrier,8.92,True
Wild Boar,85.95,False
Hog,12.9,False
Warthog,1.13,False
Toy Poodle,71.76,True
Miniature Poodle,15.14,True
Norwich Terrier,4.71,True
Space Heater,13.79,False
Chihuahua,13.29,True
Cougar,11.39,False
Four-Poster,69.64,False
Quilt,18.93,False
Pillow,2.94,False
Chow,54.18,True
Pembroke,9.49,True
Pomeranian,8.54,True
Golden Retriever,77.27,True
Labrador Retriever,7.17,True
Golfcart,2.1,False
Tibetan Mastiff,95.65,True
Rottweiler,2.54,True
Appenzeller,0.87,True
Pembroke,69.82,True
Chihuahua,10.58,True
Bloodhound,6.2,True
Border Terrier,58.71,True
Bull Mastiff,16.41,True
Staffordshire Bullterrier,10.5,True
Papillon,74.37,True
Pekinese,11.4,True
Saint Bernard,4.77,True
Samoyed,43.04,True
Kuvasz,27.96,True
Great Pyrenees,11.75,True
Staffordshire Bullterrier,58.78,True
American Staffordshire Terrier,28.14,True
Bull Mastiff,9.48,True
Golden Retriever,77.63,True
Labrador Retriever,11.24,True
Chow,3.7,True
Collie,80.83,True
Border Collie,5.94,True
Groenendael,2.67,True
Web Site,55.03,False
Labrador Retriever,14.85,True
Golden Retriever,14.85,True
Basenji,87.72,True
Italian Greyhound,4.79,True
Miniature Pinscher,3.56,True
Golden Retriever,90.88,True
Labrador Retriever,3.04,True
Tennis Ball,0.5,False
Great Pyrenees,30.91,True
Kuvasz,22.46,True
Seat Belt,20.21,False
Chihuahua,77.48,True
Quilt,7.31,False
Pembroke,2.24,True
Chihuahua,15.79,True
Toy Terrier,8.99,True
Mexican Hairless,6.32,True
Egyptian Cat,9.05,False
Chesapeake Bay Retriever,7.74,True
Mexican Hairless,4.95,True
Collie,45.77,True
Chow,27.91,True
Pomeranian,7.69,True
Airedale,86.87,True
Irish Terrier,2.76,True
Otterhound,2.53,True
